number,name,url,description,desc_url,airdate
662,Where There Is a Will,https://www.podtrac.com/pts/redirect.mp3/podcast.thisamericanlife.org/extended/662.mp3,Stories of people who believe there is always a way. And also those who don’t.,https://tal.fm/662,"Sun, 18 Nov 2018 18:00:00 -0500"
661,But That's What Happened,https://dovetail.prxu.org/188/c1db3daf-308f-4a69-aff4-cb5ad4030c4d/661.mp3,"Stories of women in unsettling situations. When they try to explain what’s wrong, they’re told that they don’t understand—that there’s nothing unsettling about it.",https://tal.fm/661,"Sun, 11 Nov 2018 18:00:00 -0500"
661,But That's What Happened,https://www.podtrac.com/pts/redirect.mp3/dovetail.prxu.org/188/c1db3daf-308f-4a69-aff4-cb5ad4030c4d/661.mp3,"Stories of women in unsettling situations. When they try to explain what’s wrong, they’re told that they don’t understand—that there’s nothing unsettling about it.",https://tal.fm/661,"Sun, 11 Nov 2018 18:00:00 -0500"
661,But That's What Happened,https://www.podtrac.com/pts/redirect.mp3/podcast.thisamericanlife.org/extended/661.mp3,"Stories of women in unsettling situations. When they try to explain what’s wrong, they’re told that they don’t understand—that there’s nothing unsettling about it.",https://tal.fm/661,"Sun, 11 Nov 2018 18:00:00 -0500"
660,Hoaxing Yourself,https://dovetail.prxu.org/188/814d5102-4367-4456-b606-3f99a6f6587e/660.mp3,Stories of people who tell a lie and then believe the lie more than anyone else does. In other words: Stories about people pulling hoaxes...on themselves.,https://tal.fm/660,"Sun, 04 Nov 2018 17:00:00 -0500"
659,Before the Next One,https://dovetail.prxu.org/188/80db2a43-b812-4ec9-89af-f12e8e4b6eec/659.mp3,"There’s no rulebook on how to handle a school shooting. And no real way to prepare for one. This week, people take what they’ve learned from these tragedies and try to use that knowledge to save others.",https://tal.fm/659,"Sun, 14 Oct 2018 18:00:00 -0400"
658,The Unhappy Deciders,https://stream.thisamericanlife.org/658/oRhZPg4llrxarY95XOfUiCGuTkDCDpd-MiIZF62c5CU/658.mp3,Making big decisions about other people's lives can feel pretty awful. Zoe Chace followed Senator Jeff Flake as he decided to force the Senate to delay its vote on Judge Kavanaugh. Among her discoveries: Those protestors in the elevator? They aren’t the reason he did what he did.,https://tal.fm/658,"Fri, 05 Oct 2018 00:00:00 +0000"
657,The Runaways,https://stream.thisamericanlife.org/657/avhHDX1pZfZ5Uxl4-Qu7Z9oMfT0vbWcovHrSf1PJQto/657.mp3,"A bunch of teenagers go missing from a town in Long Island. For months, the police treat them as runaways, ignoring the kids' parents, who keep trying to tell them otherwise. They keep trying to tell them that something much worse might have happened.",https://tal.fm/657,"Fri, 21 Sep 2018 00:00:00 +0000"
656,Let Me Count the Ways,https://stream.thisamericanlife.org/656/s81v-CnsWnNiyWXN3sC3yageXvndFHnXUB3dziWcmJ0/656.mp3,"Yes, youʼve heard about the family separations. Youʼve heard about the travel ban. But there are dozens of ways the Trump administration is cracking down on immigration across many agencies, sometimes in ways so small and technical it doesnʼt make headlines. This week, the quiet bureaucratic war that’s even targeting legal immigrants.",https://tal.fm/656,"Fri, 14 Sep 2018 00:00:00 +0000"
655,The Not-So-Great Unknown,https://stream.thisamericanlife.org/655/59oPtl1iOAz0EzIHbKqec4kv-OwvkY8DaSKu-WuCJvg/655.mp3,"What happens when unadventurous people end up in adventurous situations. Like an astronaut who goes to places no one has gone before, even though he’s not really into outer space.",https://tal.fm/655,"Fri, 24 Aug 2018 00:00:00 +0000"
653,Crime Scene,https://stream.thisamericanlife.org/653/k6ZQPovo5QqTGoOvCyCWHwQ2gOQAnLE3jC7WiH1LzOw/653.mp3,"Every crime scene hides a story. In this week's show, we hear about crime scenes and the stories they tell.",https://tal.fm/653,"Fri, 03 Aug 2018 00:00:00 +0000"
652,ICE Capades,https://stream.thisamericanlife.org/podcast/652.mp3,Dispatches from a government agency in its tumultuous teenage years.,https://tal.fm/652,"Fri, 20 Jul 2018 00:00:00 +0000"
651,"If You Build It, Will They Come?",https://stream.thisamericanlife.org/podcast/651.mp3,"A young preacher opens a new church. A new restaurant reopens old wounds. This week, stories of people trying to build something that will last.",https://tal.fm/651,"Fri, 13 Jul 2018 00:00:00 +0000"
650,Change You Can Maybe Believe In,https://stream.thisamericanlife.org/podcast/650.mp3,"An innocent man forgives the cop who framed him. An Argentinian talk show that usually treats women as objects suddenly gets really interested in feminism. This week, stories about changes that seem too tidy to be true.",https://tal.fm/650,"Fri, 29 Jun 2018 00:00:00 +0000"
649,It's My Party and I'll Try If I Want To,https://stream.thisamericanlife.org/podcast/649.mp3,"Democrats are desperate to retake part of Congress. Their best shot is the House. This fall, they’ll be slugging it out with Republicans—but in the meantime, they’re slugging it out with each other. The progressive and moderate wings of the Democratic party are going head-to-head in Democratic primaries all over the country right now, wrestling over what the party should be and stand for. This week, we have the story of a candidate in one primary like that.",https://tal.fm/649,"Fri, 22 Jun 2018 00:00:00 +0000"
648,Unteachable Moment,https://stream.thisamericanlife.org/podcast/648.mp3,Stories about people trying to learn something when no one is clear what the lesson is supposed to be.,https://tal.fm/648,"Fri, 08 Jun 2018 00:00:00 +0000"
647,LaDonna,https://stream.thisamericanlife.org/podcast/647.mp3,"A security guard at the airport notices something going wrong on the tarmac, and takes it upon herself to fix it. It’s way harder than she expects.",https://tal.fm/647,"Fri, 25 May 2018 00:00:00 +0000"
645,My Effing First Amendment,https://stream.thisamericanlife.org/podcast/645.mp3,"Conservative students don't feel like their ideas are welcome on campus. So they're fighting back. We go to Nebraska, where one skirmish spins out of control.",https://tal.fm/645,"Fri, 04 May 2018 00:00:00 +0000"
644,Random Acts of History,https://stream.thisamericanlife.org/podcast/644.mp3,Stories about people who accidentally bump into unsettling facts of history in settings meant to teach them history. What they end up learning is very different from what they’re supposed to.,https://tal.fm/644,"Fri, 27 Apr 2018 00:00:00 +0000"
643,Damned If You Do…,https://stream.thisamericanlife.org/podcast/643.mp3,"It’s one thing to weigh pros and cons. But sometimes all you have is con and con. This week, stories of people having to make a choice, when no good options exist.",https://tal.fm/643,"Fri, 13 Apr 2018 00:00:00 +0000"
642,The Impossible Dream,https://stream.thisamericanlife.org/podcast/642.mp3,"Before he leaves the Senate for good, Republican Jeff Flake is trying to get a bill passed. He has his work cut out for him, with a Senate that barely brings anything to the floor, a party he feels estranged from, and a president who seems to hate his guts. Producer Zoe Chace hung out with him for four months.",https://tal.fm/642,"Fri, 06 Apr 2018 00:00:00 +0000"
641,The Walls,https://podcast.thisamericanlife.org/extended/641.mp3,"Stories from border walls around the world, where one place ends and another begins. And the strange ecosystems that arise.",https://tal.fm/641,"Fri, 16 Mar 2018 00:00:00 +0000"
641,The Walls,https://stream.thisamericanlife.org/podcast/641.mp3,"Stories from border walls around the world, where one place ends and another begins. And the strange ecosystems that arise.",https://tal.fm/641,"Fri, 16 Mar 2018 00:00:00 +0000"
639,In Dog We Trust,https://stream.thisamericanlife.org/podcast/639.mp3,Stories of dogs and cats and other animals that live in our homes. Exactly how much are they caught up in everyday family dynamics? We answer this question and others.,https://tal.fm/639,"Fri, 23 Feb 2018 00:00:00 +0000"
638,Rom-Com,https://stream.thisamericanlife.org/podcast/638.mp3,"The one thing you know for sure when you're watching a romantic comedy is that it's going to turn out okay in the end. When you're living one? Not so much. This week, stories that unfold like rom-coms.",https://tal.fm/638,"Fri, 09 Feb 2018 00:00:00 +0000"
638,Rom-Com,https://podcast.thisamericanlife.org/podcast/638.mp3,"The one thing you know for sure when you're watching a romantic comedy is that it's going to turn out okay in the end. When you're living one? Not so much. This week, stories that unfold like rom-coms.",https://tal.fm/638,"Fri, 09 Feb 2018 00:00:00 +0000"
637,Words You Can't Say,https://stream.thisamericanlife.org/podcast/637.mp3,"In this politically charged climate, it feels like you have to be super careful with your language, no matter who you are or what side you're on. Stories about people who say the “wrong” thing and suffer the consequences, including a very conservative Republican from Louisiana who's lambasted for being too liberal.",https://tal.fm/637,"Fri, 02 Feb 2018 00:00:00 +0000"
636,I Thought It Would Be Easier,https://stream.thisamericanlife.org/podcast/636.mp3,"A year into Trump’s presidency, stories of politicians—of both parties—unable to accomplish tasks that seem pretty straightforward.",https://tal.fm/636,"Fri, 19 Jan 2018 00:00:00 +0000"
635,Chip in My Brain,https://stream.thisamericanlife.org/podcast/635.mp3,"A boy who can’t dribble gets a coach, a new best friend, and something to believe in.",https://tal.fm/635,"Fri, 12 Jan 2018 00:00:00 +0000"
619,The Magic Show,https://stream.thisamericanlife.org/619/uUPojqNYTgNBtCUCOrv42LBuEAvRBiZyV35W6Md6WpE/619.mp3,"Just a few years before he got the internship at NPR that started him in radio, our host Ira Glass had another career. He performed magic at children's birthday parties. A powerful sense of embarrassment has prevented him from ever doing an episode on the subject, but when he learned that producer David Kestenbaum was also a kid conjurer, they decided to dive in together.",https://tal.fm/619,"Fri, 30 Jun 2017 00:00:00 +0000"
576,Say Yes To Christmas,https://stream.thisamericanlife.org/576/576.mp3,"No Christmas can ever be as good as the ones you had as a kid. But this week we go all in and bring the joy, the spontaneity, the sense that anything can happen back to Christmas. We've got a live Christmas performance from some of the best improvisors in the country including Mike Birbiglia, Chris Gethard, and SNL's Aidy Bryant and Sasheer Zamata. Also holiday meals – on fire.",https://tal.fm/576,"Fri, 25 Dec 2015 00:00:00 +0000"
575,Poetry of Propaganda,https://stream.thisamericanlife.org/575/575.mp3,"Sure, there's a crude message that propaganda is trying to get across. But like poetry, when you know how to read it, propaganda contains lots of more subtle messages that you might not see at first glance. This week: examples, big and small, from around the world.",https://tal.fm/575,"Fri, 18 Dec 2015 00:00:00 +0000"
542,Wait—Do You Have The Map?,https://stream.thisamericanlife.org/podcast/542.mp3,Stories about people feeling lost and trying to figure out how to move ahead: two brothers take a doomed road trip through Mexico and a couple from radically different backgrounds draw up a contract for their unlikely romance.,https://tal.fm/542,"Fri, 12 Dec 2014 00:00:00 +0000"
518,Except For That One Thing,https://stream.thisamericanlife.org/518/518.mp3,"Mike Anderson was 36 years old, married, a suburban father of four. He owned a contracting business and built his family’s modest, three-bedroom house in St. Louis from the ground up. He volunteered at church on the weekends and coaches his son’s football team. All pretty normal, right? Except for one thing … which surfaced one day two summers ago.",https://tal.fm/518,"Fri, 14 Feb 2014 00:00:00 +0000"
508,Superpowers,https://stream.thisamericanlife.org/jomamashouse/ismymamashouse/508.mp3,We answer the following questions about superpowers: Can superheroes be real people? (No.) Can real people become superheroes? (Maybe.) And which is better: flight or invisibility? (Depends who you ask.),https://tal.fm/508,"Fri, 18 Oct 2013 00:00:00 +0000"
504,How I Got Into College,https://stream.thisamericanlife.org/jomamashouse/ismymamashouse/504.mp3,"Students all over are starting college this month, and some of them still have a nagging question: what, exactly, got me in? An admissions officer tells us the most wrongheaded things applicants try. And Michael Lewis has the incredible story of how a stolen library book got one man — Emir Kamenica — into his dream school.",https://tal.fm/504,"Fri, 06 Sep 2013 00:00:00 +0000"
492,Dr. Gilmer and Mr. Hyde,https://stream.thisamericanlife.org/jomamashouse/ismymamashouse/492.mp3,"Dr. Benjamin Gilmer gets a job at a rural clinic. He finds out he’s replaced someone — also named Dr. Gilmer — who went to prison after killing his own father. But the more Benjamin’s patients talk about the other Dr. Gilmer, the more confused he becomes. Everyone loved the old Dr. Gilmer. So Benjamin starts digging around, trying to understand how a good man can seemingly turn bad.",https://tal.fm/492,"Fri, 12 Apr 2013 00:00:00 +0000"
486,Valentine’s Day,https://stream.thisamericanlife.org/podcast/486.mp3,Love makes us do crazy things. But usually not this crazy. This week for Valentine's Day we have stories of people going to extremes to find and pursue their one true love.,https://tal.fm/486,"Fri, 08 Feb 2013 00:00:00 +0000"
479,Little War on the Prairie,https://stream.thisamericanlife.org/podcast/479.mp3,"Growing up in Mankato, Minnesota, John Biewen says, nobody ever talked about the most important historical event ever to happen there: in 1862, it was the site of the largest mass execution in U.S. history. Thirty-eight Dakota Indians were hanged after a war with white settlers. John went back to Minnesota to figure out what really happened 150 years ago, and why Minnesotans didn’t talk about it much after.",https://tal.fm/479,"Fri, 23 Nov 2012 00:00:00 +0000"
402,Save the Day,https://stream.thisamericanlife.org/jomamashouse/ismymamashouse/402.mp3,"Stories about one person single-handedly taking charge of a situation gone wrong—including one man's mission to rescue two kids who were kidnapped by alleged murderers and taken to Mexico, and another about a professor's mission to keep the educators of a liberal arts college from extinction.",https://tal.fm/402,"Fri, 12 Mar 2010 00:00:00 +0000"
374,Somewhere Out There,https://stream.thisamericanlife.org/374/374.mp3,"Of all the 6 and a half billion people in the world, what are the odds that any two people are a real match? Stories from people who know they've beat the odds, and the lengths they've gone to do it. Including an American professor who sings Chinese opera for anyone who'll listen, to get one step closer to his mate, and Mike Birbiglia on meeting his girlfriend's... boyfriend.",https://tal.fm/374,"Fri, 13 Feb 2009 00:00:00 +0000"
352,The Ghost of Bobby Dunbar,https://stream.thisamericanlife.org/podcast/352.mp3,"In 1912 a four-year-old boy named Bobby Dunbar went missing in a swamp in Louisiana. Eight months later, he was found in the hands of a wandering handyman in Mississippi. In 2004, Bobby Dunbar's granddaughter discovered a secret beneath the legend of her grandfather's kidnapping, a secret whose revelation would divide her own family, bring redemption to another, and become the answer to a third family's century-old prayer.",https://tal.fm/352,"Fri, 14 Mar 2008 00:00:00 +0000"
351,Return to Childhood,https://stream.thisamericanlife.org/jomamashouse/ismymamashouse/351.mp3,Stories of people who try to revisit their childhoods—what they find and what they do not find.,https://tal.fm/351,"Fri, 07 Mar 2008 00:00:00 +0000"
339,Break-Up,https://stream.thisamericanlife.org/podcast/339.mp3,"Writer Starlee Kine on what makes the perfect break-up song and whether really sad music can actually make you feel better. Plus, an eight-year-old author of a book about divorce, and other stories from the heart of heartbreak.",https://tal.fm/339,"Fri, 24 Aug 2007 00:00:00 +0000"
306,Seemed Like A Good Idea at the Time,https://stream.thisamericanlife.org/podcast/306.mp3,"A girl signs up for a class. A couple hires an accountant. A group of co-workers decides to pool their money and buy a couple of lottery tickets. In the beginning, they're full of hope and optimism...and then something turns. Stories of good ideas gone bad.",https://tal.fm/306,"Fri, 13 Jan 2006 00:00:00 +0000"
304,Heretics,https://stream.thisamericanlife.org/podcast/304.mp3,"The story of Reverend Carlton Pearson, a rising star in the evangelical movement, who cast aside the idea of hell, and with it everything he'd worked for over his entire life.",https://tal.fm/304,"Fri, 16 Dec 2005 00:00:00 +0000"
289,Go Ask Your Father,https://stream.thisamericanlife.org/podcast/289.mp3,Sons and daughters get to find out the one thing they've always wanted to know about their father. The answers aren't always what they hope for.,https://tal.fm/289,"Fri, 13 May 2005 00:00:00 +0000"
241,20 Acts in 60 Minutes,https://stream.thisamericanlife.org/podcast/241.mp3,"Instead of the usual ""each week we choose a theme, and bring you 3 or 4 stories on that theme"" business, we throw all that away and bring you 20 stories—yes, 20—in 60 minutes.",https://tal.fm/241,"Fri, 11 Jul 2003 00:00:00 +0000"
233,Starting From Scratch,https://stream.thisamericanlife.org/podcast/233.mp3,"Stories of people starting over, sometimes because they want to, other times because they have to.",https://tal.fm/233,"Fri, 07 Mar 2003 00:00:00 +0000"
204,81 Words,https://stream.thisamericanlife.org/podcast/204.mp3,The story of how the American Psychiatric Association decided in 1973 that homosexuality was no longer a mental illness.,https://tal.fm/204,"Fri, 18 Jan 2002 00:00:00 +0000"
3,Poultry Slam 1995,https://stream.thisamericanlife.org/jomamashouse/ismymamashouse/3.mp3,"Stories decrying the wonders of turkeys, chickens, and other fowl.",https://tal.fm/003,"Fri, 01 Dec 1995 00:00:00 +0000"
